"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"LOC111114996","LOC111114996","LOC111114996",NA,"protein_coding","Eastern oyster","NC_035780.1",27.063906,"two pore potassium channel protein sup-9-like- transcript variant X2",NA,2,2726,1068,2726,NA,NA,3
"LOC111099049","LOC111099049","LOC111099049",NA,"protein_coding","Eastern oyster","NC_035780.1",27.094061,"temptin-like- transcript variant X2",NA,2,4176,480,2540,NA,NA,4
"LOC111110289","LOC111110289","LOC111110289",NA,"protein_coding","Eastern oyster","NC_035787.1",27.132767,"uncharacterized LOC111110289",NA,1,10244,4002,10244,NA,NA,7
"LOC111131386","LOC111131386","LOC111131386",NA,"protein_coding","Eastern oyster","NC_035783.1",27.198218,"mesenchyme-specific cell surface glycoprotein-like",NA,1,9286,1692,9286,NA,NA,11
"LOC111130611","LOC111130611","LOC111130611",NA,"protein_coding","Eastern oyster","NC_035783.1",27.209548,"uncharacterized LOC111130611",NA,1,3348,1800,3348,NA,NA,4
"LOC111122235","LOC111122235","LOC111122235",NA,"protein_coding","Eastern oyster","NC_035781.1",27.311261,"acidic mammalian chitinase-like",NA,1,4099,1440,4099,NA,NA,9
"LOC111135947","LOC111135947","LOC111135947",NA,"protein_coding","Eastern oyster","NC_035780.1",27.361633,"transient receptor potential cation channel subfamily M member 1-like- transcript variant X1",NA,4,37896,4778,37896,NA,NA,33
"LOC111122374","LOC111122374","LOC111122374",NA,"protein_coding","Eastern oyster","NC_035781.1",27.45362,"A disintegrin and metalloproteinase with thrombospondin motifs 2-like",NA,1,13299,4362,13299,NA,NA,23
"LOC111136961","LOC111136961","LOC111136961",NA,"protein_coding","Eastern oyster","NC_035780.1",27.551561,"aspartate aminotransferase-like",NA,1,9352,1296,9352,NA,NA,12
"LOC111124684","LOC111124684","LOC111124684",NA,"protein_coding","Eastern oyster","NC_035780.1",27.797591,"kinesin-like protein KIF28P- transcript variant X1",NA,2,13620,3027,13056,NA,NA,21
"LOC111126686","LOC111126686","LOC111126686",NA,"protein_coding","Eastern oyster","NC_035782.1",27.801197,"uncharacterized LOC111126686- transcript variant X1",NA,3,14823,1579,14551,NA,NA,9
"LOC111101885","LOC111101885","LOC111101885",NA,"protein_coding","Eastern oyster","NC_035780.1",28.070444,"putative mediator of RNA polymerase II transcription subunit 26",NA,1,7730,1962,7730,NA,NA,7
"LOC111103740","LOC111103740","LOC111103740",NA,"protein_coding","Eastern oyster","NC_035780.1",28.097514,"zinc transporter 2-like- transcript variant X2",NA,2,8254,1191,8254,NA,NA,10
"LOC111105769","LOC111105769","LOC111105769",NA,"protein_coding","Eastern oyster","NC_035787.1",28.175038,"universal stress protein in QAH/OAS sulfhydrylase 3'region-like",NA,1,5509,468,5509,NA,NA,4
"LOC111103707","LOC111103707","LOC111103707",NA,"protein_coding","Eastern oyster","NC_035786.1",28.205499,"tubulin--tyrosine ligase-like protein 12",NA,1,24387,1860,24387,NA,NA,13
"LOC111120215","LOC111120215","LOC111120215",NA,"protein_coding","Eastern oyster","NC_035781.1",28.326236,"RYamide receptor-like",NA,1,16369,1098,16369,NA,NA,2
"LOC111099173","LOC111099173","LOC111099173",NA,"protein_coding","Eastern oyster","NC_035784.1",28.333527,"submaxillary gland androgen-regulated protein 3B-like",NA,1,1433,396,1433,NA,NA,4
"LOC111115327","LOC111115327","LOC111115327",NA,"protein_coding","Eastern oyster","NC_035780.1",28.421518,"uncharacterized LOC111115327",NA,1,2441,954,2441,NA,NA,3
"LOC111107274","LOC111107274","LOC111107274",NA,"protein_coding","Eastern oyster","NC_035787.1",28.698854,"phosphate carrier protein- mitochondrial-like",NA,1,3709,1053,3709,NA,NA,7
"LOC111114463","LOC111114463","LOC111114463",NA,"protein_coding","Eastern oyster","NC_035788.1",28.963636,"kielin/chordin-like protein",NA,1,10274,933,10274,NA,NA,9
"LOC111132911","LOC111132911","LOC111132911",NA,"protein_coding","Eastern oyster","NC_035784.1",28.966514,"probable cation-transporting ATPase 13A3- transcript variant X1",NA,3,25768,3632,24652,NA,NA,32
"LOC111122016","LOC111122016","LOC111122016",NA,"protein_coding","Eastern oyster","NC_035781.1",29.025314,"cAMP-specific 3'-5'-cyclic phosphodiesterase 4C-like- transcript variant X2",NA,8,48006,1852,33377,NA,NA,14
"LOC111129451","LOC111129451","LOC111129451",NA,"protein_coding","Eastern oyster","NC_035783.1",29.104805,"uncharacterized LOC111129451",NA,1,7021,303,7021,NA,NA,3
"LOC111136504","LOC111136504","LOC111136504",NA,"protein_coding","Eastern oyster","NC_035784.1",29.106912,"NADH dehydrogenase [ubiquinone] flavoprotein 2- mitochondrial-like",NA,1,2633,795,2633,NA,NA,9
"LOC111126052","LOC111126052","LOC111126052",NA,"protein_coding","Eastern oyster","NC_035782.1",29.220559,"inhibitor of growth protein 1-like",NA,1,1737,795,1737,NA,NA,4
"LOC111137922","LOC111137922","LOC111137922",NA,"protein_coding","Eastern oyster","NC_035784.1",29.318909,"neuronal acetylcholine receptor subunit alpha-7-like",NA,1,10272,1398,10272,NA,NA,6
"LOC111124600","LOC111124600","LOC111124600",NA,"protein_coding","Eastern oyster","NC_035780.1",29.336869,"uncharacterized LOC111124600",NA,1,3261,921,3261,NA,NA,3
"LOC111109612","LOC111109612","LOC111109612",NA,"protein_coding","Eastern oyster","NC_035780.1",29.38534,"gigasin-2-like- transcript variant X2",NA,2,7468,1058,7305,NA,NA,10
"LOC111109603","LOC111109603","LOC111109603",NA,"protein_coding","Eastern oyster","NC_035780.1",29.392857,"EGF-like domain-containing protein 2",NA,1,5001,1149,5001,NA,NA,10
"LOC111135789","LOC111135789","LOC111135789",NA,"protein_coding","Eastern oyster","NC_035784.1",29.563651,"arginine-glutamic acid dipeptide repeats protein-like- transcript variant X1",NA,6,75833,3930,58127,NA,NA,24
"LOC111121319","LOC111121319","LOC111121319",NA,"protein_coding","Eastern oyster","NC_035781.1",29.833345,"poly(U)-specific endoribonuclease-B-like",NA,1,5233,861,5233,NA,NA,6
"LOC111131357","LOC111131357","LOC111131357",NA,"protein_coding","Eastern oyster","NC_035783.1",30.082473,"uncharacterized LOC111131357- transcript variant X2",NA,2,11601,444,7099,NA,NA,3
"LOC111133465","LOC111133465","LOC111133465",NA,"protein_coding","Eastern oyster","NC_035784.1",30.124126,"interferon-induced transmembrane protein 1-like",NA,1,18219,456,18219,NA,NA,5
"LOC111137810","LOC111137810","LOC111137810",NA,"protein_coding","Eastern oyster","NC_035784.1",30.22197,"forkhead box protein L2-like",NA,1,3652,1095,3652,NA,NA,2
"LOC111105144","LOC111105144","LOC111105144",NA,"protein_coding","Eastern oyster","NC_035780.1",30.51185,"perlucin-like protein",NA,1,2644,492,2644,NA,NA,5
"LOC111126492","LOC111126492","LOC111126492",NA,"protein_coding","Eastern oyster","NC_035782.1",30.568345,"glutamine synthetase-like",NA,1,5476,1086,5476,NA,NA,7
"LOC111133388","LOC111133388","LOC111133388",NA,"protein_coding","Eastern oyster","NC_035780.1",30.695012,"signal transducing adapter molecule 2-like",NA,1,8276,1626,8276,NA,NA,15
"LOC111100025","LOC111100025","LOC111100025",NA,"protein_coding","Eastern oyster","NC_035785.1",30.814906,"A disintegrin and metalloproteinase with thrombospondin motifs 18-like",NA,1,22670,1560,22670,NA,NA,14
"LOC111124836","LOC111124836","LOC111124836",NA,"protein_coding","Eastern oyster","NC_035780.1",30.83077,"INO80 complex subunit D-like",NA,1,13635,3984,13635,NA,NA,11
"LOC111101308","LOC111101308","LOC111101308",NA,"protein_coding","Eastern oyster","NC_035785.1",31.175326,"homeobox protein engrailed-2b-like",NA,1,3814,738,3814,NA,NA,3
"LOC111127912","LOC111127912","LOC111127912",NA,"protein_coding","Eastern oyster","NC_035783.1",31.255403,"proteasome subunit alpha type-6-like",NA,1,16353,741,16353,NA,NA,7
"LOC111100592","LOC111100592","LOC111100592",NA,"protein_coding","Eastern oyster","NC_035785.1",31.258961,"peroxisome proliferator-activated receptor gamma coactivator 1-alpha-like- transcript variant X2",NA,2,11428,1896,9894,NA,NA,11
"LOC111125835","LOC111125835","LOC111125835",NA,"protein_coding","Eastern oyster","NC_035782.1",31.262873,"60 kDa SS-A/Ro ribonucleoprotein-like",NA,1,9104,1641,9104,NA,NA,9
"LOC111100594","LOC111100594","LOC111100594",NA,"protein_coding","Eastern oyster","NC_035785.1",31.271243,"sodium- and chloride-dependent glycine transporter 1-like",NA,1,7088,1821,7088,NA,NA,14
"LOC111108081","LOC111108081","LOC111108081",NA,"protein_coding","Eastern oyster","NC_035787.1",31.299884,"BTB/POZ domain-containing protein 6-like- transcript variant X4",NA,4,10616,1462,6865,NA,NA,3
"LOC111124176","LOC111124176","LOC111124176",NA,"protein_coding","Eastern oyster","NC_035782.1",31.334761,"uncharacterized LOC111124176",NA,1,6719,1485,6719,NA,NA,12
"LOC111102110","LOC111102110","LOC111102110",NA,"protein_coding","Eastern oyster","NC_035785.1",31.48536,"dromaiocalcin-1-like",NA,1,1359,453,1359,NA,NA,4
"LOC111128139","LOC111128139","LOC111128139",NA,"protein_coding","Eastern oyster","NC_035780.1",31.561157,"nascent polypeptide-associated complex subunit alpha-like",NA,1,4922,633,4922,NA,NA,7
"LOC111100620","LOC111100620","LOC111100620",NA,"protein_coding","Eastern oyster","NC_035785.1",31.595711,"uncharacterized LOC111100620- transcript variant X1",NA,2,8673,441,8668,NA,NA,3
"LOC111101052","LOC111101052","LOC111101052",NA,"protein_coding","Eastern oyster","NC_035785.1",31.620325,"uncharacterized LOC111101052",NA,1,3721,867,3721,NA,NA,4
"LOC111128258","LOC111128258","LOC111128258",NA,"protein_coding","Eastern oyster","NC_035783.1",31.732497,"BLOC-1-related complex subunit 8-like- transcript variant X2",NA,2,5264,560,5264,NA,NA,6
"LOC111122736","LOC111122736","LOC111122736",NA,"protein_coding","Eastern oyster","NC_035782.1",31.944477,"degenerin-like protein asic-2",NA,1,27615,1422,27615,NA,NA,12
"LOC111134696","LOC111134696","LOC111134696",NA,"protein_coding","Eastern oyster","NC_035784.1",31.967665,"programmed cell death protein 6-like- transcript variant X4",NA,4,6347,573,6194,NA,NA,6
"LOC111101054","LOC111101054","LOC111101054",NA,"protein_coding","Eastern oyster","NC_035785.1",31.97786,"early growth response protein 2-like",NA,1,3350,1686,3350,NA,NA,2
"LOC111119780","LOC111119780","LOC111119780",NA,"protein_coding","Eastern oyster","NC_035780.1",32.016429,"uncharacterized LOC111119780",NA,1,19006,2781,19006,NA,NA,9
"LOC111101319","LOC111101319","LOC111101319",NA,"protein_coding","Eastern oyster","NC_035785.1",32.132495,"uncharacterized LOC111101319",NA,1,1604,411,1604,NA,NA,3
"LOC111100630","LOC111100630","LOC111100630",NA,"protein_coding","Eastern oyster","NC_035785.1",32.461151,"probable sodium/potassium-transporting ATPase subunit beta-3",NA,1,6645,942,6645,NA,NA,6
"LOC111125548","LOC111125548","LOC111125548",NA,"protein_coding","Eastern oyster","NC_035782.1",32.517114,"40S ribosomal protein S5",NA,1,11431,615,11431,NA,NA,5
"LOC111127427","LOC111127427","LOC111127427",NA,"protein_coding","Eastern oyster","NC_035782.1",32.622489,"intracellular protein transport protein USO1-like- transcript variant X1",NA,2,27578,3471,27575,NA,NA,30
"LOC111130954","LOC111130954","LOC111130954",NA,"protein_coding","Eastern oyster","NC_035783.1",32.63535,"fork head domain-containing protein FD4-like",NA,1,1684,1413,1684,NA,NA,1
"LOC111109602","LOC111109602","LOC111109602",NA,"protein_coding","Eastern oyster","NC_035787.1",32.654921,"elastin-like- transcript variant X1",NA,2,1279,708,1279,NA,NA,4
"LOC111123944","LOC111123944","LOC111123944",NA,"protein_coding","Eastern oyster","NC_035782.1",32.785138,"uncharacterized LOC111123944",NA,1,2693,396,2693,NA,NA,3
"LOC111135417","LOC111135417","LOC111135417",NA,"protein_coding","Eastern oyster","NC_035784.1",32.841647,NA,NA,1,32126,9684,32126,NA,NA,21
"LOC111126516","LOC111126516","LOC111126516",NA,"protein_coding","Eastern oyster","NC_035782.1",32.962381,"glutamate receptor 2-like",NA,1,10142,2394,10142,NA,NA,12
"LOC111101116","LOC111101116","LOC111101116",NA,"protein_coding","Eastern oyster","NC_035785.1",32.983917,"NF-kappa-B inhibitor epsilon-like- transcript variant X2",NA,3,1527,956,1415,NA,NA,2
"LOC111118711","LOC111118711","LOC111118711",NA,"protein_coding","Eastern oyster","NC_035781.1",33.179264,"uncharacterized LOC111118711- transcript variant X1",NA,2,3163,1566,3157,NA,NA,4
"LOC111120573","LOC111120573","LOC111120573",NA,"protein_coding","Eastern oyster","NC_035781.1",33.227591,"putative 3-methyladenine DNA glycosylase",NA,1,2210,786,2210,NA,NA,3
"LOC111119826","LOC111119826","LOC111119826",NA,"protein_coding","Eastern oyster","NC_035781.1",33.23621,"60S ribosomal protein L34-like- transcript variant X2",NA,2,25400,342,15080,NA,NA,6
"LOC111120031","LOC111120031","LOC111120031",NA,"protein_coding","Eastern oyster","NC_035781.1",33.264502,"nucleoside diphosphate kinase homolog 5-like",NA,1,1491,645,1491,NA,NA,5
"LOC111107500","LOC111107500","LOC111107500",NA,"protein_coding","Eastern oyster","NC_035787.1",33.281461,"elastin-like",NA,1,1394,639,1394,NA,NA,3
"LOC111119713","LOC111119713","LOC111119713",NA,"protein_coding","Eastern oyster","NC_035781.1",33.2992,"ADP-ATP carrier protein 3- mitochondrial-like",NA,1,2062,918,2062,NA,NA,2
"LOC111118143","LOC111118143","LOC111118143",NA,"protein_coding","Eastern oyster","NC_035781.1",33.342055,NA,NA,1,17744,4149,17744,NA,NA,34
"LOC111128416","LOC111128416","LOC111128416",NA,"protein_coding","Eastern oyster","NC_035783.1",33.374421,"uncharacterized LOC111128416",NA,1,20318,3045,20318,NA,NA,10
"LOC111102120","LOC111102120","LOC111102120",NA,"protein_coding","Eastern oyster","NC_035785.1",33.406908,"uncharacterized LOC111102120",NA,1,762,762,762,NA,NA,1
"LOC111123544","LOC111123544","LOC111123544",NA,"protein_coding","Eastern oyster","NC_035782.1",33.407081,NA,NA,1,12450,1713,12450,NA,NA,20
"LOC111118094","LOC111118094","LOC111118094",NA,"protein_coding","Eastern oyster","NC_035781.1",33.436814,"uncharacterized LOC111118094- transcript variant X1",NA,7,17949,1022,16615,NA,NA,10
"LOC111108186","LOC111108186","LOC111108186",NA,"protein_coding","Eastern oyster","NC_035787.1",33.482604,"uncharacterized LOC111108186- transcript variant X10",NA,12,56981,14313,56981,NA,NA,81
"LOC111102235","LOC111102235","LOC111102235",NA,"protein_coding","Eastern oyster","NC_035785.1",33.565396,"aquaporin-like- transcript variant X1",NA,3,12227,856,6563,NA,NA,3
"LOC111122413","LOC111122413","LOC111122413",NA,"protein_coding","Eastern oyster","NC_035781.1",33.57369,"ras-related protein Rap-1b-like- transcript variant X1",NA,2,7444,711,6609,NA,NA,2
"LOC111121780","LOC111121780","LOC111121780",NA,"protein_coding","Eastern oyster","NC_035781.1",33.582628,NA,NA,1,18607,1704,18607,NA,NA,16
"LOC111100051","LOC111100051","LOC111100051",NA,"protein_coding","Eastern oyster","NC_035785.1",33.588766,"uncharacterized LOC111100051",NA,1,1985,1614,1985,NA,NA,2
"LOC111118137","LOC111118137","LOC111118137",NA,"protein_coding","Eastern oyster","NC_035781.1",33.60302,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase- mitochondrial-like- transcript variant X3",NA,3,6888,1504,5780,NA,NA,9
"LOC111120585","LOC111120585","LOC111120585",NA,"protein_coding","Eastern oyster","NC_035781.1",33.610182,"dynein beta chain- ciliary-like",NA,1,20232,13398,20232,NA,NA,45
"LOC111135548","LOC111135548","LOC111135548",NA,"protein_coding","Eastern oyster","NC_035784.1",33.629736,"E3 ubiquitin-protein ligase RNF31-like",NA,1,12215,5007,12215,NA,NA,24
"LOC111118666","LOC111118666","LOC111118666",NA,"protein_coding","Eastern oyster","NC_035781.1",33.660172,"calcium uniporter protein- mitochondrial-like",NA,1,19663,996,19663,NA,NA,7
"LOC111122494","LOC111122494","LOC111122494",NA,"protein_coding","Eastern oyster","NC_035782.1",33.755766,"uncharacterized LOC111122494- transcript variant X2",NA,7,94593,306,73960,NA,NA,8
"LOC111137455","LOC111137455","LOC111137455",NA,"protein_coding","Eastern oyster","NC_035780.1",33.995805,"uncharacterized LOC111137455",NA,1,10967,1650,10967,NA,NA,8
"LOC111137444","LOC111137444","LOC111137444",NA,"protein_coding","Eastern oyster","NC_035780.1",34.007236,"uncharacterized LOC111137444",NA,1,4214,1671,4214,NA,NA,4
"LOC111107020","LOC111107020","LOC111107020",NA,"protein_coding","Eastern oyster","NC_035780.1",34.045281,"G-protein coupled receptor 84-like",NA,1,2964,1392,2964,NA,NA,2
"LOC111103579","LOC111103579","LOC111103579",NA,"protein_coding","Eastern oyster","NC_035786.1",34.049615,"M-phase phosphoprotein 8-like",NA,1,16720,2439,16720,NA,NA,15
"LOC111132115","LOC111132115","LOC111132115",NA,"protein_coding","Eastern oyster","NC_035784.1",34.219341,"loricrin-like- transcript variant X1",NA,17,17626,1742,17626,NA,NA,31
"LOC111129313","LOC111129313","LOC111129313",NA,"protein_coding","Eastern oyster","NC_035783.1",34.645006,"serine/arginine-rich splicing factor 5-like- transcript variant X1",NA,2,10625,984,10596,NA,NA,8
"LOC111130146","LOC111130146","LOC111130146",NA,"protein_coding","Eastern oyster","NC_035783.1",34.65836,"protein STPG4-like- transcript variant X2",NA,2,7085,840,7076,NA,NA,8
"LOC111103512","LOC111103512","LOC111103512",NA,"protein_coding","Eastern oyster","NC_035786.1",34.673254,NA,NA,1,7185,2703,7185,NA,NA,11
"LOC111100790","LOC111100790","LOC111100790",NA,"protein_coding","Eastern oyster","NC_035785.1",34.974015,"uncharacterized LOC111100790- transcript variant X2",NA,3,10268,3995,10169,NA,NA,12
"LOC111100801","LOC111100801","LOC111100801",NA,"protein_coding","Eastern oyster","NC_035785.1",35.041644,"fibronectin type 3 and ankyrin repeat domains 1 protein-like- transcript variant X4",NA,4,16296,1044,16296,NA,NA,11
"LOC111130297","LOC111130297","LOC111130297",NA,"protein_coding","Eastern oyster","NC_035783.1",35.084824,"A-kinase anchor protein 13-like- transcript variant X1",NA,33,57620,5897,57366,NA,NA,47
"LOC111130504","LOC111130504","LOC111130504",NA,"protein_coding","Eastern oyster","NC_035783.1",35.299482,"uncharacterized LOC111130504",NA,1,1997,822,1997,NA,NA,4
"LOC111136082","LOC111136082","LOC111136082",NA,"protein_coding","Eastern oyster","NC_035784.1",35.366361,"high affinity cGMP-specific 3'-5'-cyclic phosphodiesterase 9A-like- transcript variant X1",NA,3,14782,1592,14782,NA,NA,13
"LOC111109942","LOC111109942","LOC111109942",NA,"protein_coding","Eastern oyster","NC_035780.1",35.503596,"uncharacterized LOC111109942- transcript variant X2",NA,2,8357,519,5454,NA,NA,5
"LOC111101774","LOC111101774","LOC111101774",NA,"protein_coding","Eastern oyster","NC_035785.1",35.554211,"uncharacterized LOC111101774",NA,1,11374,1497,11374,NA,NA,12
"LOC111123900","LOC111123900","LOC111123900",NA,"protein_coding","Eastern oyster","NC_035782.1",35.617465,NA,NA,1,42730,3111,42730,NA,NA,24
"LOC111127293","LOC111127293","LOC111127293",NA,"protein_coding","Eastern oyster","NC_035782.1",35.660944,"general transcription factor IIH subunit 4-like",NA,1,18343,1308,18343,NA,NA,15
"LOC111118514","LOC111118514","LOC111118514",NA,"protein_coding","Eastern oyster","NC_035781.1",35.662798,"UDP-sugar transporter UST74c-like",NA,1,12790,975,12790,NA,NA,11
"LOC111100143","LOC111100143","LOC111100143",NA,"protein_coding","Eastern oyster","NC_035785.1",35.691031,"protein very KIND-like- transcript variant X2",NA,8,30231,6278,24925,NA,NA,23
"LOC111125726","LOC111125726","LOC111125726",NA,"protein_coding","Eastern oyster","NC_035782.1",35.739384,"iduronate 2-sulfatase-like- transcript variant X2",NA,2,9067,1587,9056,NA,NA,8
"LOC111124862","LOC111124862","LOC111124862",NA,"protein_coding","Eastern oyster","NC_035782.1",35.856228,"serine-rich adhesin for platelets-like- transcript variant X2",NA,10,41684,3207,25168,NA,NA,7
"LOC111134008","LOC111134008","LOC111134008",NA,"protein_coding","Eastern oyster","NC_035780.1",35.867278,"cytoskeleton-associated protein 5-like",NA,1,23133,6012,23133,NA,NA,45
"LOC111131504","LOC111131504","LOC111131504",NA,"protein_coding","Eastern oyster","NC_035783.1",35.902225,"uncharacterized LOC111131504",NA,1,2605,1236,2605,NA,NA,2
"LOC111102307","LOC111102307","LOC111102307",NA,"protein_coding","Eastern oyster","NC_035785.1",36.078548,"notewaprin-b-like",NA,1,1159,282,1159,NA,NA,5
"LOC111099584","LOC111099584","LOC111099584",NA,"protein_coding","Eastern oyster","NC_035785.1",36.144724,"protoporphyrinogen oxidase-like",NA,1,6946,1416,6946,NA,NA,11
"LOC111109756","LOC111109756","LOC111109756",NA,"protein_coding","Eastern oyster","NC_035787.1",36.149342,"acetylcholine receptor subunit beta-like",NA,1,3657,1269,3657,NA,NA,2
"LOC111100047","LOC111100047","LOC111100047",NA,"protein_coding","Eastern oyster","NC_035785.1",36.183113,"uncharacterized LOC111100047",NA,1,11835,4461,11835,NA,NA,4
"LOC111137387","LOC111137387","LOC111137387",NA,"protein_coding","Eastern oyster","NC_035780.1",36.227849,"heat shock protein 27-like",NA,1,767,510,767,NA,NA,1
"LOC111100724","LOC111100724","LOC111100724",NA,"protein_coding","Eastern oyster","NC_035785.1",36.277413,"amine oxidase [flavin-containing] B-like",NA,1,8232,1560,8232,NA,NA,15
"LOC111101221","LOC111101221","LOC111101221",NA,"protein_coding","Eastern oyster","NC_035785.1",36.297144,"uncharacterized LOC111101221",NA,1,5675,1953,5675,NA,NA,11
"LOC111131268","LOC111131268","LOC111131268",NA,"protein_coding","Eastern oyster","NC_035783.1",36.4501,"glutaredoxin-1-like",NA,1,1733,318,1733,NA,NA,2
"LOC111101484","LOC111101484","LOC111101484",NA,"protein_coding","Eastern oyster","NC_035785.1",36.464398,"glycine-rich cell wall structural protein 2-like- transcript variant X1",NA,2,2023,540,2023,NA,NA,4
"LOC111135948","LOC111135948","LOC111135948",NA,"protein_coding","Eastern oyster","NC_035784.1",36.470218,"chromobox protein homolog 1-like",NA,1,4306,720,4306,NA,NA,5
"LOC111131418","LOC111131418","LOC111131418",NA,"protein_coding","Eastern oyster","NC_035783.1",36.476597,"probable G-protein coupled receptor 139- transcript variant X6",NA,9,25246,1206,12782,NA,NA,3
"LOC111119911","LOC111119911","LOC111119911",NA,"protein_coding","Eastern oyster","NC_035780.1",36.576092,"perlucin-like protein",NA,1,1479,552,1479,NA,NA,5
"LOC111119922","LOC111119922","LOC111119922",NA,"protein_coding","Eastern oyster","NC_035780.1",36.598025,"perlucin-like protein",NA,1,1450,549,1450,NA,NA,5
"LOC111101373","LOC111101373","LOC111101373",NA,"protein_coding","Eastern oyster","NC_035785.1",36.694129,"5-hydroxytryptamine receptor 4-like",NA,1,1862,912,1862,NA,NA,1
"LOC111101035","LOC111101035","LOC111101035",NA,"protein_coding","Eastern oyster","NC_035785.1",36.737714,"baculoviral IAP repeat-containing protein 2-like- transcript variant X2",NA,3,16847,1095,12550,NA,NA,6
"LOC111101814","LOC111101814","LOC111101814",NA,"protein_coding","Eastern oyster","NC_035785.1",36.759602,"8-oxo-dGDP phosphatase NUDT18-like- transcript variant X3",NA,4,9619,1075,9351,NA,NA,9
"LOC111100356","LOC111100356","LOC111100356",NA,"protein_coding","Eastern oyster","NC_035785.1",36.793791,"L-seryl-tRNA(Sec) kinase-like",NA,1,6585,1026,6585,NA,NA,5
"LOC111135484","LOC111135484","LOC111135484",NA,"protein_coding","Eastern oyster","NC_035784.1",36.823209,"uncharacterized LOC111135484",NA,1,11285,2625,11285,NA,NA,9
"LOC111136464","LOC111136464","LOC111136464",NA,"protein_coding","Eastern oyster","NC_035784.1",36.950286,"uncharacterized protein C5orf49 homolog- transcript variant X2",NA,2,3453,422,3417,NA,NA,4
"LOC111101608","LOC111101608","LOC111101608",NA,"protein_coding","Eastern oyster","NC_035785.1",36.959092,"uncharacterized LOC111101608- transcript variant X4",NA,4,9005,1320,5946,NA,NA,2
"LOC111101607","LOC111101607","LOC111101607",NA,"protein_coding","Eastern oyster","NC_035785.1",36.965359,"uncharacterized LOC111101607- transcript variant X1",NA,6,5914,1521,4037,NA,NA,2
"LOC111132883","LOC111132883","LOC111132883",NA,"protein_coding","Eastern oyster","NC_035784.1",37.127549,"protein pelota-like",NA,1,5779,1146,5779,NA,NA,12
"LOC111101375","LOC111101375","LOC111101375",NA,"protein_coding","Eastern oyster","NC_035785.1",37.144839,"mu-type opioid receptor-like",NA,1,20495,1137,20495,NA,NA,2
"LOC111100347","LOC111100347","LOC111100347",NA,"protein_coding","Eastern oyster","NC_035785.1",37.355458,"cytosolic phospholipase A2-like- transcript variant X1",NA,3,16456,2575,13335,NA,NA,16
"LOC111100556","LOC111100556","LOC111100556",NA,"protein_coding","Eastern oyster","NC_035785.1",37.573874,"metallo-beta-lactamase domain-containing protein 1-like",NA,1,6060,690,6060,NA,NA,6
"LOC111130054","LOC111130054","LOC111130054",NA,"protein_coding","Eastern oyster","NC_035783.1",37.588761,"uncharacterized LOC111130054- transcript variant X1",NA,2,20782,926,19604,NA,NA,4
"LOC111131077","LOC111131077","LOC111131077",NA,"protein_coding","Eastern oyster","NC_035783.1",37.678512,"SKI family transcriptional corepressor 1 homolog-B-like",NA,1,3710,1812,3710,NA,NA,7
"LOC111101225","LOC111101225","LOC111101225",NA,"protein_coding","Eastern oyster","NC_035785.1",37.87127,"uncharacterized LOC111101225- transcript variant X4",NA,5,6882,750,6434,NA,NA,10
"LOC111137996","LOC111137996","LOC111137996",NA,"protein_coding","Eastern oyster","NC_035784.1",37.890991,"putative defense protein Hdd11-like- transcript variant X3",NA,3,12642,711,7259,NA,NA,4
"LOC111101232","LOC111101232","LOC111101232",NA,"protein_coding","Eastern oyster","NC_035780.1",38.052872,"protein sym-1-like- transcript variant X1",NA,3,17227,583,14973,NA,NA,7
"LOC111132853","LOC111132853","LOC111132853",NA,"protein_coding","Eastern oyster","NC_035784.1",38.053817,"PAXIP1-associated glutamate-rich protein 1-like",NA,1,2350,693,2350,NA,NA,5
"LOC111124662","LOC111124662","LOC111124662",NA,"protein_coding","Eastern oyster","NC_035782.1",38.06843,"exocyst complex component 1-like- transcript variant X1",NA,6,17629,2700,17621,NA,NA,24
"LOC111114718","LOC111114718","LOC111114718",NA,"protein_coding","Eastern oyster","NC_035780.1",38.074274,"60S acidic ribosomal protein P1-like",NA,1,4172,342,4172,NA,NA,5
"LOC111129651","LOC111129651","LOC111129651",NA,"protein_coding","Eastern oyster","NC_035783.1",38.22573,"uncharacterized LOC111129651",NA,1,1465,573,1465,NA,NA,5
"LOC111123194","LOC111123194","LOC111123194",NA,"protein_coding","Eastern oyster","NC_035782.1",38.273298,"deleted in malignant brain tumors 1 protein-like",NA,1,4860,1080,4860,NA,NA,8
"LOC111119209","LOC111119209","LOC111119209",NA,"protein_coding","Eastern oyster","NC_035781.1",38.478848,"uncharacterized LOC111119209- transcript variant X3",NA,10,63214,3321,52140,NA,NA,22
"LOC111135996","LOC111135996","LOC111135996",NA,"protein_coding","Eastern oyster","NC_035784.1",38.548141,"fatty acid-binding protein 9-like",NA,1,4898,435,4898,NA,NA,4
"LOC111128100","LOC111128100","LOC111128100",NA,"protein_coding","Eastern oyster","NC_035783.1",39.172435,"kynurenine/alpha-aminoadipate aminotransferase- mitochondrial-like",NA,1,3592,1017,3592,NA,NA,9
